"subject"	"activity"	"tBodyAcc.mean...X"	"tBodyAcc.mean...Y"	"tBodyAcc.mean...Z"	"tBodyAcc.std...X"	"tBodyAcc.std...Y"	"tBodyAcc.std...Z"	"tGravityAcc.mean...X"	"tGravityAcc.mean...Y"	"tGravityAcc.mean...Z"	"tGravityAcc.std...X"	"tGravityAcc.std...Y"	"tGravityAcc.std...Z"	"tBodyAccJerk.mean...X"	"tBodyAccJerk.mean...Y"	"tBodyAccJerk.mean...Z"	"tBodyAccJerk.std...X"	"tBodyAccJerk.std...Y"	"tBodyAccJerk.std...Z"	"tBodyGyro.mean...X"	"tBodyGyro.mean...Y"	"tBodyGyro.mean...Z"	"tBodyGyro.std...X"	"tBodyGyro.std...Y"	"tBodyGyro.std...Z"	"tBodyGyroJerk.mean...X"	"tBodyGyroJerk.mean...Y"	"tBodyGyroJerk.mean...Z"	"tBodyGyroJerk.std...X"	"tBodyGyroJerk.std...Y"	"tBodyGyroJerk.std...Z"	"tBodyAccMag.mean.."	"tBodyAccMag.std.."	"tGravityAccMag.mean.."	"tGravityAccMag.std.."	"tBodyAccJerkMag.mean.."	"tBodyAccJerkMag.std.."	"tBodyGyroMag.mean.."	"tBodyGyroMag.std.."	"tBodyGyroJerkMag.mean.."	"tBodyGyroJerkMag.std.."	"fBodyAcc.mean...X"	"fBodyAcc.mean...Y"	"fBodyAcc.mean...Z"	"fBodyAcc.std...X"	"fBodyAcc.std...Y"	"fBodyAcc.std...Z"	"fBodyAccJerk.mean...X"	"fBodyAccJerk.mean...Y"	"fBodyAccJerk.mean...Z"	"fBodyAccJerk.std...X"	"fBodyAccJerk.std...Y"	"fBodyAccJerk.std...Z"	"fBodyGyro.mean...X"	"fBodyGyro.mean...Y"	"fBodyGyro.mean...Z"	"fBodyGyro.std...X"	"fBodyGyro.std...Y"	"fBodyGyro.std...Z"	"fBodyAccMag.mean.."	"fBodyAccMag.std.."	"fBodyBodyAccJerkMag.mean.."	"fBodyBodyAccJerkMag.std.."	"fBodyBodyGyroMag.mean.."	"fBodyBodyGyroMag.std.."	"fBodyBodyGyroJerkMag.mean.."	"fBodyBodyGyroJerkMag.std.."
"41"	11	"SITTING"	0.273685927169811	-0.0243966713586792	-0.106703418773585	-0.577808759339623	-0.417538999113208	-0.495587070132075	0.7595882	-0.105829354471698	0.0598130578867925	-0.969477225660377	-0.952686169811321	-0.946921413018868	0.0821691223069811	0.0117235516965472	0.062281149544717	-0.649728428867924	-0.581980620471698	-0.749945575698113	-0.0161101026222642	-0.0614114351509434	0.0425710212866887	-0.706645021013208	-0.552629361433962	-0.572460814773585	-0.0988838614486792	-0.0681426230490566	-0.0441041003358491	-0.755671536415094	-0.794607360754717	-0.749296227169811	-0.47480061	-0.579167226377359	-0.47480061	-0.579167226377359	-0.630673717056604	-0.652939430924528	-0.51769757884717	-0.587059058754717	-0.76774131	-0.815239641698113	-0.607365410226415	-0.477261961641509	-0.607614470926415	-0.56756831009434	-0.425444924473585	-0.481105331318679	-0.662783358824528	-0.597890153207547	-0.725611751584906	-0.667710647	-0.593761978630189	-0.77322949309434	-0.678557364528302	-0.655024525849057	-0.609030303528302	-0.718080864566038	-0.505911906528302	-0.601934660641509	-0.584151938792453	-0.642527751320755	-0.637606110373585	-0.675880844509434	-0.666021813773585	-0.608655092886792	-0.809901996981132	-0.835891354716981
"42"	12	"SITTING"	0.270739304313726	-0.0172967174098039	-0.105819667686275	-0.722016271117647	-0.569561959982353	-0.61142504772549	0.706266894509804	-0.0112549353011765	0.11217971065098	-0.961618910784314	-0.935433494313725	-0.898901700784314	0.0799780844509804	-0.0224904182272549	-0.0036217980827451	-0.759939140196078	-0.708709192529412	-0.844795242941176	-0.0312080993568627	-0.0461488414705882	0.0687561699215686	-0.771709719588235	-0.667601179823529	-0.727785503056863	-0.118053455784314	-0.0281205485882353	-0.0356780929196078	-0.815529838431373	-0.838307295490196	-0.830540156470588	-0.626364499117647	-0.687904390784314	-0.626364499117647	-0.687904390784314	-0.752140862705882	-0.764755166647059	-0.641743275054902	-0.691893483607843	-0.825909249607843	-0.853096594117647	-0.73555407727451	-0.61142856154902	-0.721509250092157	-0.71785537	-0.576654663603922	-0.589333414347059	-0.766375212607843	-0.723060692156863	-0.828977193529412	-0.775279800588235	-0.713065768117647	-0.859697972745098	-0.744338773647059	-0.73334179727451	-0.732466570568627	-0.78189854145098	-0.639159857435882	-0.7519233	-0.699373023823529	-0.732440758066667	-0.749332295882353	-0.788270191176471	-0.741271905137255	-0.71357134454902	-0.846874463921569	-0.872421973529412
"43"	13	"SITTING"	0.271867698918367	-0.0230260826906122	-0.111151047081633	-0.42147765404898	-0.223455574244898	-0.256617862020408	0.777642009163265	-0.170305724918367	-0.0844073267346939	-0.959290111836735	-0.949346306530612	-0.925713204693878	0.0500911192285714	0.015194588927551	0.052086331948551	-0.493647911510204	-0.447272850622449	-0.628402857044898	-0.0567521573346939	-0.0594986716122449	0.0422065878795918	-0.588200356285714	-0.350365011428571	-0.397496583959184	-0.0849407222193265	-0.0567166777306122	-0.0543197888336735	-0.693196620816326	-0.677373546618367	-0.624074868693878	-0.286040433646735	-0.353284543714286	-0.286040433646735	-0.353284543714286	-0.493943028381633	-0.465759550632653	-0.317428503877551	-0.377577475955102	-0.664785349022449	-0.686849927653061	-0.426425132544898	-0.294593560428571	-0.41474906744898	-0.422013939530612	-0.239623164163265	-0.240018667740816	-0.507785793571429	-0.466272965279592	-0.591610249408163	-0.525261084510204	-0.464911595915714	-0.664251743510204	-0.55343627	-0.478646000387755	-0.438097608877551	-0.603495913346939	-0.294185201328571	-0.444445206183673	-0.351713443530612	-0.457128475169388	-0.444379845163265	-0.49946124724898	-0.482130315685714	-0.420041280390204	-0.680752628897959	-0.718109595612245
"44"	14	"SITTING"	0.277958152962963	-0.0184197247351852	-0.1096539765	-0.713659072111111	-0.648421985846296	-0.697715709222222	0.605251544259259	0.0676509671407407	0.0556348987777778	-0.969856720555555	-0.968172508703704	-0.955643520185185	0.0723414787444444	0.0354760747925926	0.00518669344203704	-0.75836411837037	-0.725913603962963	-0.850642171296296	0.00666215198333333	-0.0963115396851852	0.0780567384037037	-0.811060429814815	-0.739057893240741	-0.789314356837037	-0.110239168888889	-0.0388788572777778	-0.0619831045740741	-0.845161858148148	-0.868320806111111	-0.858651941296296	-0.664352676814815	-0.71962805512963	-0.664352676814815	-0.71962805512963	-0.75947818962963	-0.757327436683333	-0.708973157407407	-0.749508855272222	-0.859056834074074	-0.871926106481481	-0.724173370203704	-0.672817338777778	-0.761907309111111	-0.710144459314815	-0.658063539455556	-0.689250341833333	-0.773900510555556	-0.745486408555556	-0.839577471666667	-0.763878291518518	-0.724174454240741	-0.860409387777778	-0.794158089444444	-0.791448307111111	-0.792237150166667	-0.818190611666667	-0.715880995494444	-0.808399107574074	-0.72422950237037	-0.76107210387037	-0.755600591444444	-0.76105351462963	-0.792170209657407	-0.766671867333333	-0.873144722962963	-0.879693250740741
"45"	15	"SITTING"	0.277972284779661	-0.0179565079355932	-0.116077798220339	-0.757013938788136	-0.763769955084746	-0.745022122372881	0.668593452542373	0.0021648036779661	0.0493486950762712	-0.97685168440678	-0.962021362881356	-0.944986815254237	0.0681390660169491	0.0122009604176271	0.00875107215067797	-0.805567570067797	-0.829343277966102	-0.867869563220339	-0.0384958867604068	-0.058262843	0.0686158004576271	-0.861382426101695	-0.856422451864407	-0.841002270338983	-0.0885325059820339	-0.0298983104240678	-0.0533160103372881	-0.89717613220339	-0.887709140508475	-0.900966757627119	-0.727701018857627	-0.745251373745763	-0.727701018857627	-0.745251373745763	-0.81985826850678	-0.810968676169492	-0.795705426186441	-0.851899808983051	-0.891922871016949	-0.896867186949153	-0.789138730159322	-0.781471320416949	-0.789719135483051	-0.745690082549153	-0.769720833983051	-0.741086469966102	-0.821776754444068	-0.837939656779661	-0.858018439542373	-0.806312973627119	-0.83179355659322	-0.876359604915254	-0.850273503389831	-0.856653457118644	-0.843193071694915	-0.866008911355932	-0.857920041864407	-0.855452602881356	-0.759229179966102	-0.777294386544068	-0.809779662728814	-0.813668681152542	-0.864283966101695	-0.870331499322034	-0.896277083220339	-0.905512489152542
"46"	16	"SITTING"	0.268313221173913	-0.0123231594771014	-0.113888964376812	-0.484100951057971	-0.53449630236087	-0.560847357072464	0.655230958173913	-0.0781582759275362	0.0844515879565217	-0.96907874942029	-0.966907269275362	-0.950891782898551	0.0672863738275362	-0.0178055949157971	-0.0133401209769565	-0.59474243157971	-0.6233792881	-0.710517966188406	-0.0206099126318841	-0.0855580710318841	0.0562264828101449	-0.729013817681159	-0.73978421884058	-0.690087412028985	-0.0786460524449275	-0.0341338998275362	-0.0575886829811594	-0.803158136811594	-0.805867662898551	-0.791735601449275	-0.465637395652174	-0.503162757942029	-0.465637395652174	-0.503162757942029	-0.619618162510145	-0.590213908357971	-0.624833194681884	-0.70199860942029	-0.802103915942029	-0.817245178695652	-0.554066455637681	-0.554387497557971	-0.606663009452464	-0.45976932942029	-0.555058043497101	-0.573589490231884	-0.621793507913043	-0.641630198042029	-0.683922545637681	-0.603153431765217	-0.629391507062319	-0.735981756666667	-0.71724339826087	-0.742265989565217	-0.699772563768116	-0.735777136086956	-0.741987318985507	-0.717320490144927	-0.519798917956522	-0.571437534492754	-0.589434156384058	-0.593901659008696	-0.745813796376812	-0.726153714202899	-0.815822963768116	-0.83242183173913
"47"	17	"SITTING"	0.270828268375	-0.0135133098875	-0.114351960235469	-0.584423445953125	-0.5786705861125	-0.579258610825	0.73106768890625	-0.0596031153125	-0.050679396609375	-0.95462973515625	-0.9444316065625	-0.94013940015625	0.0775069418875	0.007756153748125	0.0121360350317188	-0.6627985159375	-0.656370464640625	-0.77313391734375	-0.0415016409453125	-0.0833035218609375	0.100699736040625	-0.77619187703125	-0.74435799	-0.7254488544375	-0.124970422921875	-0.051918875221875	-0.05343028063	-0.81947208171875	-0.78707548	-0.815903851875	-0.542911271171875	-0.59902520074375	-0.542911271171875	-0.59902520074375	-0.673697207421875	-0.663451269140625	-0.679611444515625	-0.75788729234375	-0.798588175	-0.805469818125	-0.634302860125469	-0.598093155470625	-0.65573647696875	-0.567065783365625	-0.59534449640625	-0.572860768990625	-0.690388435515625	-0.68957130296875	-0.7629821109375	-0.664901142287188	-0.644318359421875	-0.78218084625	-0.748878071334375	-0.74477405609375	-0.7358424546875	-0.78644530796875	-0.7468394021875	-0.74794926671875	-0.605019818832813	-0.658655986529687	-0.662880102166406	-0.66786198653125	-0.76798711890625	-0.79582720625	-0.8101075796875	-0.81495194640625
"48"	18	"SITTING"	0.27467087122807	-0.019958789777193	-0.109882402438596	-0.819798391533333	-0.737080634805263	-0.778093675508772	0.750245901666667	-0.00605133564912281	0.0566648764912281	-0.987447926491228	-0.976053217894737	-0.95841697122807	0.0843292633508772	-0.000577970236666667	-0.0108593914133333	-0.83303413122807	-0.794234372561404	-0.87970617	-0.0227900745508772	-0.0711238921403509	0.090564668954386	-0.848906766842105	-0.829978015789474	-0.819276192105263	-0.11284152245614	-0.0552536939192982	-0.0587957940350877	-0.866485786315789	-0.900573255789474	-0.883044008070175	-0.770015510305263	-0.812018171210526	-0.770015510305263	-0.812018171210526	-0.824578344035088	-0.823917576842105	-0.794988875649123	-0.823622696315789	-0.887032119824561	-0.896952298245614	-0.822968125596491	-0.754657691510702	-0.814253564385965	-0.818922988592632	-0.74446475524386	-0.777133563614035	-0.842571025438597	-0.808803627473684	-0.871125516491228	-0.838223598245614	-0.792553626175439	-0.887115744561404	-0.837525233157895	-0.853395656140351	-0.824038757719298	-0.853735987894737	-0.819301650964912	-0.835092309298246	-0.808077536789474	-0.843445205789474	-0.819808593859649	-0.830099570350877	-0.847621793684211	-0.840163202982456	-0.901660528421053	-0.898779728596491
"49"	19	"SITTING"	0.281545181849315	-0.0143944259454795	-0.107294926479452	-0.742211559726027	-0.698070136561644	-0.735087406763014	0.772649182246575	0.0284792769315068	-0.037714479109589	-0.975096484383562	-0.959495420684932	-0.951304128493151	0.0827756489273973	0.00835771584657534	0.0107355611916438	-0.781471409613699	-0.764332417479452	-0.844667082876712	-0.0179843979931507	-0.0462803355383562	0.0599240044520548	-0.837256379479452	-0.828314649452055	-0.793908364520548	-0.122070927502877	-0.0446370465034247	-0.0493536771616438	-0.878158561506849	-0.883884940410959	-0.870818396712329	-0.702803185479452	-0.725479049041096	-0.702803185479452	-0.725479049041096	-0.784170248483562	-0.776793263438356	-0.752514431454795	-0.818144030684931	-0.87879164	-0.892341927534247	-0.773257951013699	-0.716287833349315	-0.781418520369863	-0.731556363013699	-0.708729316191781	-0.733276621287671	-0.796462673342466	-0.775435379958904	-0.83580296139726	-0.785702150043836	-0.768838945410959	-0.852489989	-0.823003674150685	-0.839671915616438	-0.803720010076712	-0.843266221753425	-0.823561978630137	-0.810705273150685	-0.731339992739726	-0.766309480246575	-0.770823549232877	-0.786327515753425	-0.843556754246575	-0.833691045890411	-0.893280117534247	-0.899278180958904
"50"	20	"SITTING"	0.283751899393939	-0.0148048039763636	-0.106766543412121	-0.701186668090909	-0.549026310977727	-0.617344982439394	0.832208438833333	-0.0663011959742424	-0.0594194645606061	-0.955479020151515	-0.956572077878788	-0.94194177030303	0.082078563339697	-0.00464096649575758	-0.0156057934684848	-0.737903406636364	-0.680165950310606	-0.811569316257576	-0.0244773018059091	-0.0885498880151515	0.079964778530303	-0.788801086363636	-0.676695211075758	-0.643443817818182	-0.0930932661469697	-0.0463896081	-0.0632754883969697	-0.822386622121212	-0.834601420606061	-0.795908518636364	-0.613027633075758	-0.667164193060606	-0.613027633075758	-0.667164193060606	-0.726023624319697	-0.723755680560606	-0.632466345257576	-0.686908536363636	-0.818709382121212	-0.845236754545455	-0.710363877483333	-0.590800079478788	-0.699808389045455	-0.698436493409091	-0.55732226325	-0.606521342	-0.748111409545455	-0.693828510409091	-0.795673190925758	-0.75121169230303	-0.687728667171212	-0.826090255909091	-0.770491166666667	-0.732854085954545	-0.668274343378788	-0.796743504090909	-0.650570406929697	-0.669724239545455	-0.674195803107576	-0.715963727090909	-0.716882055757576	-0.73548190969697	-0.74056632	-0.70743425300303	-0.842649703030303	-0.860525199090909
"51"	21	"SITTING"	0.274068712635294	-0.0194995636705882	-0.113018482247059	-0.635937528542353	-0.487655580724706	-0.534353656097647	0.556492232	0.106886339317647	-0.0321616393882353	-0.966897950941176	-0.958587184941176	-0.949226852352941	0.0898473350117647	-0.000930784069647057	-0.00245939095352941	-0.678229512788235	-0.627057784658706	-0.756178536752706	0.00749566383611765	-0.0800600413272941	0.0673548733543529	-0.743315498129412	-0.612589143975294	-0.585409301647059	-0.111117006052941	-0.0318149591823529	-0.0585731152541176	-0.785860943058823	-0.797330190505882	-0.748307849411765	-0.542589461521176	-0.600174839255294	-0.542589461521176	-0.600174839255294	-0.664526302764706	-0.667829287129412	-0.570948714882353	-0.620262991047059	-0.775708156917647	-0.808387525647059	-0.654552195588235	-0.550353674841176	-0.628113944423529	-0.629551553503529	-0.490672577371176	-0.524366583552941	-0.690777160945882	-0.647769914894118	-0.734347729117647	-0.694223453858824	-0.630045470364706	-0.776498123023529	-0.724603303	-0.680246223282353	-0.616240298635294	-0.751627957870588	-0.582013568455294	-0.615703173964706	-0.593972759097647	-0.666920544611765	-0.655686328435294	-0.686167042635294	-0.681126380611765	-0.647341657223529	-0.804896623647059	-0.827123509647059
"52"	22	"SITTING"	0.277717367096774	-0.0200396639387097	-0.117696631435484	-0.600833215562903	-0.53548208713	-0.539844466114516	0.593822732645161	0.0628647787580645	0.0921171151935484	-0.952438518548387	-0.950534082258065	-0.933061970806452	0.0990548167387097	-0.0154305405962903	0.0337123054182258	-0.659017491473548	-0.645645458882258	-0.782135225806452	-0.00126610108629032	-0.0694654401774194	0.0891869414096774	-0.750858571290323	-0.630321759370968	-0.672324565403226	-0.119528132075806	-0.0399735337498226	-0.0648352495483871	-0.799251570645161	-0.807970204516129	-0.794103509129032	-0.533786020919355	-0.577554870570968	-0.533786020919355	-0.577554870570968	-0.669903734193548	-0.659251980725806	-0.589912145870968	-0.648581638032258	-0.799742692903226	-0.81866172	-0.620320313370968	-0.566017860105806	-0.639656818677419	-0.593994299	-0.54975194185	-0.52565043533871	-0.676911045967742	-0.660894631419355	-0.764161435967742	-0.671252460129032	-0.653757584606452	-0.798618540645161	-0.728783409677419	-0.69740962133871	-0.690425250532258	-0.760182575645161	-0.599583094601613	-0.698144426096774	-0.585686572369355	-0.639477057387097	-0.648869390548387	-0.676165190806452	-0.704886869467742	-0.674305396774194	-0.816846832741935	-0.835337202096774
"53"	23	"SITTING"	0.286308868823529	-0.0143596044647059	-0.101387658073529	-0.677225527235294	-0.613008109205882	-0.656279142620588	0.657711341735294	-0.0547404812205882	0.00482639633823529	-0.964766076911765	-0.956216901029412	-0.943374719882353	0.119247554735294	0.00463495840660294	-0.0360040937873529	-0.739278215029412	-0.703125778392647	-0.809604400486765	-0.0179020869720588	-0.0795974984308824	0.0934630385132353	-0.788646113676471	-0.788905590147059	-0.745400414092647	-0.0959595468604412	-0.0434254430147059	-0.0560466312882353	-0.811281869852941	-0.846239679264706	-0.831920882647059	-0.626382727294118	-0.665786984470588	-0.626382727294118	-0.665786984470588	-0.734655847779412	-0.725878153117647	-0.713593098301471	-0.780388263235294	-0.832792188382353	-0.838042525441177	-0.701052270558824	-0.636740694220588	-0.709136095529412	-0.669055915102941	-0.625441512429412	-0.656082679989706	-0.756790972048529	-0.722835338382353	-0.793726039705882	-0.744804386838235	-0.701617137397059	-0.824323698764706	-0.769561401911765	-0.793471326176471	-0.748591604117647	-0.796247205	-0.788484842794118	-0.768155330808823	-0.671663519941176	-0.715674344044118	-0.720960720720588	-0.733929561161765	-0.797781040735294	-0.808147988529412	-0.841407425	-0.845694048529412
"54"	24	"SITTING"	0.262928212794118	-0.00885427098735294	-0.103131135	-0.633055094057353	-0.478396599193235	-0.480486205823529	0.660269843544118	-0.0687758027058823	-0.117389432867647	-0.933972163529412	-0.948074903823529	-0.926838614264706	0.0891234730911765	0.00991674763397059	-0.0461338010961912	-0.650896174367647	-0.619448031955882	-0.716869035235294	-0.0225587410161765	-0.0920392400941177	0.0948004625735294	-0.757204026911765	-0.584605120176471	-0.5534536525	-0.0824210512014706	-0.00792198470735294	-0.0237744177205882	-0.789267258970588	-0.773595656514706	-0.716798306029412	-0.532560287367647	-0.539971577069118	-0.532560287367647	-0.539971577069118	-0.641819869264706	-0.622434292088235	-0.553004193632353	-0.609465685911765	-0.763223386044118	-0.779809293441176	-0.631155972382353	-0.521447323319118	-0.565360171029412	-0.634975434960294	-0.491522238352941	-0.478164216029412	-0.670926522073529	-0.639514409735294	-0.69106747525	-0.661647153705882	-0.623460005486765	-0.741736237133824	-0.725218381088235	-0.648367514632353	-0.577208385735294	-0.768679911029412	-0.554998163308824	-0.589754837647059	-0.547158659764706	-0.610216401205882	-0.61325167635	-0.637896965441176	-0.652689604964706	-0.650955509485294	-0.771906409029412	-0.807745515588235
"55"	25	"SITTING"	0.269311786153846	-0.0116986154186154	-0.101846158846154	-0.582474985993846	-0.531768289869231	-0.589177442	0.730400147076923	0.0104069360615385	-0.0496068770615385	-0.967711890461538	-0.952445343938462	-0.940043835230769	0.0635183517138461	-0.011364339322	-0.00109561931446154	-0.648273622876923	-0.641569503261538	-0.769483846	-0.00900830112615385	-0.101718456956585	0.112978930696923	-0.749601209215385	-0.732610841123077	-0.680240425692308	-0.102417583909231	-0.0642621516695385	-0.0454218504307692	-0.796458283384615	-0.842018080461538	-0.78789831	-0.532184772618462	-0.577221853876923	-0.532184772618462	-0.577221853876923	-0.663520508015385	-0.644605668369231	-0.645175277384615	-0.717437093076923	-0.817245319846154	-0.843918497846154	-0.611757512384615	-0.564971647969231	-0.652608225630769	-0.572476090847692	-0.545332200121538	-0.589661668815385	-0.672280320383077	-0.659872005646154	-0.752531724615385	-0.654797533369231	-0.646225246038462	-0.785228381692308	-0.724132213076923	-0.759772539319231	-0.687719108630769	-0.7597790484	-0.721667100769231	-0.708631583230769	-0.580825197415385	-0.642328266523077	-0.636421767404615	-0.657934851323077	-0.754966149092308	-0.742882133230769	-0.841614215538461	-0.859075945846154
"56"	26	"SITTING"	0.285151890512821	-0.0198792550076923	-0.102440076778205	-0.646920145641026	-0.555597276784744	-0.554270921858974	0.576595168025641	0.0968443216282051	-0.00741994635935898	-0.975291593076923	-0.960050156794872	-0.951893182179487	0.0915152913461538	0.00803743108141026	-0.044159851964359	-0.69773896989359	-0.684162045397436	-0.755439003846154	-0.0040975817025641	-0.106590025998718	0.0466112771070513	-0.777862360282051	-0.644710365569872	-0.632235065102564	-0.0911469831717949	-0.0480374782729487	-0.054651779575641	-0.820728604230769	-0.809613992051282	-0.771333473974359	-0.570389386089744	-0.610983101368462	-0.570389386089744	-0.610983101368462	-0.691323002097051	-0.685573085837179	-0.607860441435897	-0.668105840064103	-0.798649610769231	-0.826920602820513	-0.672150654025641	-0.592651491017949	-0.623963939987179	-0.638182546307692	-0.566050683467949	-0.553278932410256	-0.71734023075641	-0.697215108038462	-0.732247586923077	-0.704668477249359	-0.691771991102564	-0.777462881025641	-0.749601301794872	-0.696367002128205	-0.64967455024359	-0.788713037820513	-0.619830097673077	-0.661552352692308	-0.616664649401282	-0.668721363282051	-0.675357343105128	-0.701600218846154	-0.711002938820513	-0.698147050641026	-0.820123520769231	-0.849377312435897
"57"	27	"SITTING"	0.281661254071429	-0.0161829108212857	-0.113478503692	-0.638124879932857	-0.507572687275714	-0.553503093117714	0.723825114142857	-0.0189363650428571	0.00210902087142857	-0.966210107571429	-0.952599561857143	-0.933815159142857	0.0917482940328571	0.00550537513854286	-0.0143538902622857	-0.676136977042857	-0.648045063757143	-0.7832606974	-0.0531516279511429	-0.0498459018614286	0.117961953337571	-0.771187902428571	-0.620624698337143	-0.611501939214286	-0.0818947034328571	-0.0334161309428571	-0.0545190503384286	-0.799523239714286	-0.804609834871429	-0.776956720857143	-0.549094309028571	-0.610380873888571	-0.549094309028571	-0.610380873888571	-0.676349240657143	-0.686623704742857	-0.583566634334286	-0.632881589042857	-0.791046588842857	-0.822465066542857	-0.656451124832857	-0.560418487371429	-0.648625828835714	-0.632791380857143	-0.5133480746	-0.542373381221429	-0.693188972942857	-0.663487270285714	-0.759501756511429	-0.687887308457143	-0.655607772957143	-0.805940261557143	-0.736448125142857	-0.685084696785714	-0.63575531406	-0.783738427	-0.592220346754286	-0.6407569274	-0.624487472457143	-0.664735162867143	-0.674216718514286	-0.705298619028571	-0.69048535776	-0.660748814857143	-0.816959168718571	-0.843147387414286
"58"	28	"SITTING"	0.283036102083333	-0.01415603465	-0.102038861763889	-0.403755301083333	-0.184766347283333	-0.297350024736111	0.802802075125	-0.114430052438889	-0.0590496457777778	-0.957371737361111	-0.9467824525	-0.920104812638889	0.0696297083305556	0.0066321025245	-0.0382921076859722	-0.437713794240278	-0.3205749595125	-0.588459209388889	-0.0415730855555556	-0.0710256471	0.0979135455694444	-0.613394095069444	-0.454327597334722	-0.365097518861111	-0.0950356283194444	-0.0675507144308333	-0.0185970223208333	-0.674965435	-0.649898563595278	-0.518308202972222	-0.293310220754167	-0.318012900341667	-0.293310220754167	-0.318012900341667	-0.419237963898611	-0.393921545234583	-0.354338589806806	-0.478343152375	-0.622060747722222	-0.664039319430556	-0.420905241072222	-0.211501117136944	-0.400361647023611	-0.399217471788889	-0.224001228465278	-0.300452093101389	-0.467839943388889	-0.353339290430556	-0.546005104416667	-0.456643288583333	-0.331901824680556	-0.630280637041667	-0.561238063375	-0.496195092444444	-0.325148825097222	-0.632064898611111	-0.437798179625	-0.438218926368056	-0.302062795416667	-0.435273971041667	-0.386118669451389	-0.409646610319444	-0.521583168069444	-0.542936470138889	-0.65508017465	-0.700740944666667
"59"	29	"SITTING"	0.2349581944	-0.0144253992843333	-0.0919534152366667	-0.566678661033333	-0.46525208304	-0.606818797616667	0.660999475733333	0.0684814914166667	0.213671461306333	-0.917169672666667	-0.940425059166667	-0.904579644583333	0.1163595082	0.00922414203903333	-0.0476077267209	-0.60754405339	-0.575063684916667	-0.755832129833333	-0.0394980330233333	-0.0928951605783333	0.059671454195	-0.722860459	-0.693971190548333	-0.638208793383333	-0.0733474137333333	-0.0519932111466667	-0.0511153424933333	-0.753334040591667	-0.796139659183333	-0.7555238915	-0.5116871857	-0.534367237815	-0.5116871857	-0.534367237815	-0.624044695266667	-0.597813216716667	-0.5900508106	-0.671985876233333	-0.774213217283333	-0.803909176416667	-0.5737121733	-0.484883698468333	-0.64261549225	-0.56562339955	-0.489425992883333	-0.620993449816667	-0.6147806449	-0.60162930535	-0.728764891916667	-0.636199543583333	-0.575141157466667	-0.782197518466667	-0.679518495866667	-0.7008062536	-0.631267159418333	-0.738449124833333	-0.6939801659	-0.675938208673333	-0.519365788966667	-0.6201145215	-0.58496226895	-0.619201660316667	-0.707909061983333	-0.70732050295	-0.798230683633333	-0.825806197166667
"60"	30	"SITTING"	0.27488135916129	-0.0206594544177419	-0.113858485	-0.463903225983871	-0.23228591593871	-0.560814030590323	0.877647522387097	-0.145688626258065	-0.0218893470967742	-0.965371108870968	-0.938276624193548	-0.930750680322581	0.0742645840322581	-0.0162036533854839	-0.000696127412419356	-0.531757987645161	-0.451430910129032	-0.764989174080645	0.0190665090048387	-0.0960885080306452	0.0686924301612903	-0.627452090806452	-0.595001747419355	-0.495509711451613	-0.0981657830048387	-0.0180393849725806	-0.0182742244145161	-0.657076724032258	-0.783025637419355	-0.710378353548387	-0.366414198912258	-0.473607817241935	-0.366414198912258	-0.473607817241935	-0.537165493741935	-0.551680839580645	-0.465815854844516	-0.590452883951613	-0.722824271774194	-0.790800692419355	-0.49644055433871	-0.314230456903226	-0.641609062241935	-0.452788368990323	-0.241000737066129	-0.553988027456452	-0.556816187387097	-0.482755197119355	-0.7391933685	-0.548145877258065	-0.455681615709677	-0.78993030083871	-0.567429557579032	-0.657316980951613	-0.520411132903226	-0.648640703709677	-0.565966771274194	-0.535625044387097	-0.472483782199194	-0.55814950983871	-0.528041664741935	-0.588585444580645	-0.660679180645161	-0.616249916596774	-0.783379328064516	-0.816670366774194
"61"	1	"STANDING"	0.272635221584906	-0.00853501574584906	-0.11210579945283	-0.581089170735849	-0.452430749620755	-0.46889369135283	0.837511210566038	-0.0393006634716981	0.0868311703245283	-0.946718927924528	-0.932341249056604	-0.888165735283019	0.0905599133679245	-0.00398616036698113	0.0171307456628302	-0.631095077113208	-0.619368542867925	-0.690827010739623	-0.0358936818773585	-0.0691026586792453	0.0701372980113208	-0.681192696226415	-0.557420029245283	-0.629208350924528	-0.11222562604717	-0.0245950119433962	-0.056796705509434	-0.703279344339623	-0.680131891660377	-0.75289074509434	-0.478641572396226	-0.507572643396226	-0.478641572396226	-0.507572643396226	-0.626001804773585	-0.598683821320755	-0.502910528660377	-0.551348475433962	-0.688267418264151	-0.678737477509434	-0.59103892590566	-0.501535324120755	-0.535883025433962	-0.580049639716981	-0.464433457849057	-0.479377979058491	-0.644298787320755	-0.632370581943396	-0.662184571207547	-0.650916451679245	-0.632061232018868	-0.718805306773585	-0.631887468698113	-0.582778105113208	-0.62852518445283	-0.699379066037736	-0.550494516792453	-0.664510290415094	-0.504533866113207	-0.58949683990566	-0.593235668490566	-0.60945090245283	-0.578145796849057	-0.618056554792453	-0.683549433981132	-0.697203070283019
